"Plant.ID","Elevation..feet.","Pond.Area..acres.","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
3576,519,11369.06364,7538,11687,19135,0,0,0,174825,188605,14130,0,0,0,7,7,13,19,22,28,30,30,27,21,14,11,3,4,11,16,19,23,24,22,21,15,11,8,8.588176205,9.644055391,13.5581531,19.74996408,21.71041454,26.30534119,28.76137638,27.95071434,26.31003041,21.94829491,16.37674396,11.94866713,7,9,7,9,9,8,9,7,7,7,8,8
3992,853,2753.213958,7026,21039,7,0,92105,49480,104081,46072,78729,40435,3,0,-7,-12,1,9,16,20,21,21,20,11,6,2,-7,-12,-1,5,12,16,18,17,16,8,4,1,0.887507401,0.454982359,3.551298633,9.781112807,15.33419761,21.03939367,22.79513834,23.28552161,21.52965272,13.7815546,7.97620877,5.565130738,7,8,7,8,8,6,5,6,6,7,8,8
1888,1238,1041,62,1659,5879,0,0,0,29092,21648,86719,0,0,0,-7,-11,2,9,14,20,21,20,19,10,4,-2,-8,-12,0,5,11,17,19,17,16,7,2,-3,0.400548191,0.388458348,3.947245087,10.57733095,16.57591786,21.36682559,24.52784354,23.24185104,20.94455471,13.3630683,6.801257101,2.851981568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3477,269,1373.737374,0,0,0,0,0,4679,6071,9160,0,13749,1697,0,7,7,13,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,10,8.823193967,9.792643933,14.33805245,20.79098531,23.48244821,26.56948651,29.02238851,28.53741889,26.48865664,21.76470339,16.67748594,12.64330382,7,8,6,8,8,7,8,6,5,6,7,8
4937,851,6534.4,0,446785,615450,376407,575921,573944,611851,614079,612165,546532,440419,620107,9,10,17,21,24,27,29,30,28,23,16,14,6,8,13,18,21,23,24,23,22,17,13,11,10.78119295,12.82846082,17.18316446,15.0380947,23.85960519,28.289945,29.06356024,29.56786989,27.98097421,23.72760908,19.32608979,15.19145547,4,5,4,5,6,5,7,4,4,4,4,4
1830,585,2351,98904,104462,85028,16707,0,17713,25391,82542,82451,35490,83312,81853,-5,-10,0,8,15,19,21,21,19,11,8,4,-6,-10,-2,5,12,16,18,18,16,9,5,3,2.010599826,1.165798738,3.031582396,9.176409376,16.02277855,18.52617926,20.74094333,22.19867188,20.08408307,12.73452516,8.497182104,5.372777754,10,9,9,9,9,7,6,7,6,10,11,11
3476,289,3987,23349,14479,0,0,0,47939,101798,156602,54476,309864,51,27444,7,7,14,20,23,28,30,29,27,21,15,13,4,5,11,16,20,23,24,23,21,16,12,11,9.240299133,10.37213214,14.86206413,20.91459624,23.80623527,27.29617329,29.44505564,28.87399677,26.88982927,22.33091269,17.56225399,13.40975154,7,8,6,8,7,7,8,6,5,6,6,8
2727,760,31872,2560803,2958955,3404161,2349565,2753016,4436885,4428535,4203236,2520705,1923116,2815465,2099728,4,2,12,16,21,26,27,26,22,16,12,12,1,-1,8,12,17,21,22,20,18,12,9,10,6.937994714,5.94760547,7.621470609,14.42218673,19.61678731,18.04927343,25.86652101,26.14360281,25.23750841,20.1235777,15.68478074,12.78380941,5,6,6,6,5,4,4,4,5,6,4,4
6243,350,850,53966,18522,88237,86713,53458,89225,93599,98778,88112,36195,86383,85961,9,10,15,22,24,27,29,30,27,23,17,14,6,8,13,18,21,23,24,23,22,18,14,12,10.57564647,12.27003802,15.42247554,21.68185764,24.00411218,26.69513028,29.4188419,29.82663448,28.16134648,24.26243023,19.26877654,15.67852764,7,8,7,7,8,5,7,5,5,7,7,7
3490,1077,2550,12169,88522,69586,10730,8547,118586,304721,461956,58212,18739,25037,13012,6,7,13,18,21,27,29,29,27,20,13,10,3,4,10,15,19,22,23,22,20,15,10,7,7.079163356,9.702846144,14.22015534,19.86540962,21.7667938,26.96459289,28.78545137,27.95798909,25.9576683,21.01292598,14.57152407,9.915085575,8,9,8,10,9,8,8,7,7,7,9,9
2718,567,13400,715360,2131127,370755,0,359518,1671966,2018304,1869456,315790,72831,11732,76644,5,3,12,17,22,26,28,26,23,16,13,13,2,0,8,13,17,21,22,21,19,13,10,11,8.688174404,6.756533722,9.198649516,16.44454405,21.72708891,28.62586027,27.88880293,27.84748531,26.52419858,17.10583314,16.92983703,14.86246507,5,7,6,6,5,5,5,5,5,6,5,5
3611,492,3500,15682,205583,182969,513705,255307,340910,620377,798719,347618,205265,215632,47128,10,12,16,22,25,27,30,31,29,25,18,15,6,8,13,18,22,23,24,23,22,18,14,11,16.61196211,18.84517007,19.568201,23.54787597,24.91727159,27.40236554,29.28248312,29.94023417,28.63085481,24.76374933,20.91536463,17.82329569,7,8,7,8,10,7,10,7,6,8,7,6
1695,590,4150,1000744,741102,1040446,949722,791761,748572,1025258,1031388,943038,657409,681821,699614,-5,-9,0,8,15,19,21,21,19,11,8,4,-6,-10,-2,5,12,16,17,18,16,9,5,3,1.425543522,1.039972475,2.757355044,9.409114524,16.02145577,20.79499454,23.4393667,23.43432942,21.30252129,14.80611496,8.444309164,5.629008449,11,10,10,10,9,8,7,8,7,11,11,11
3504,306,2340,31209,32262,77174,0,6170,113105,198275,291459,92692,7409,34878,20637,8,9,15,21,24,28,30,29,27,21,15,13,5,6,12,17,20,23,24,23,21,16,13,11,9.408694173,11.09680885,15.12759959,20.83827115,23.44738888,27.33637254,29.13447705,29.07192137,27.17275088,22.69848552,17.43192588,13.85699162,7,8,6,8,7,6,7,6,5,6,6,7
6038,760,31872,11050492.152,8766170.908,11062144.132,10700625.608,11063130.2,10654997.012,10598236.384,10418601.608,7123461.004,9064638.316,10688908.8,11049100.056,5,3,12,16,22,26,27,26,23,16,12,12,1,0,8,12,17,21,22,21,19,12,10,10,10.5076926,8.268425384,11.23649605,15.31537601,20.44321868,25.2958601,26.86747467,26.89651367,26.23996332,21.23695106,18.08678377,15.14446259,5,6,6,6,5,5,5,4,5,6,5,5
3453,474,2741,5781,93577,69436,51429,225444,84065,826458,741125,334183,180507,31421,28487,8,8,14,19,22,28,30,31,28,22,14,12,4,5,11,16,19,23,23,22,21,16,11,9,8.238035876,11.19911457,13.98819515,20.28832676,23.26744525,28.2471298,29.48367841,29.74018135,28.12430863,23.6778293,18.03518434,12.75631061,8,9,8,9,10,7,9,7,7,8,9,8
3491,563,2200,23514,167856,59789,45082,70134,133224,1015113,1045135,257742,108560,64444,63063,7,8,14,19,22,28,31,31,28,22,15,12,4,5,11,16,19,23,23,22,21,16,11,8,7.657498865,11.26903097,12.26438096,21.04810366,24.78882481,28.77162459,30.1799793,31.00330177,28.63281171,23.59294116,18.33062853,12.72281961,9,10,9,10,10,9,11,8,8,8,9,9
7512,515,1350,312547,389158,627154,502852,599210,615964,640847,646549,616388,606749,326737,56295,10,12,16,22,25,27,30,31,29,25,18,15,6,8,13,19,22,23,24,23,22,18,14,11,16.45266953,18.6726094,19.52418319,23.69997742,24.90900033,27.53554701,29.32195848,29.93490493,28.60171065,24.81140744,21.02546317,17.80285473,7,8,7,8,9,7,9,7,6,7,7,6
976,510,2300,1127492,1087456,1042150,512543,896441,1078780,1183273,1169815,997460,548206,984063,1088472,0,-3,7,15,20,25,26,24,22,15,10,9,-1,-4,5,12,16,21,23,20,18,11,8,7,5.44348355,4.627236591,7.111042607,14.03237655,18.8632899,21.95847554,24.63605356,27.41452522,25.38465292,18.89813067,15.95927843,12.096725,8,9,7,8,7,6,5,4,4,7,7,8
6136,286,2770,842023,826896,1053937,1083429,958725,1062015,1222445,1215022,1126825,956159,905782,810930,9,10,15,22,24,27,29,29,27,23,17,14,6,8,13,18,21,23,24,23,22,18,14,12,10.83929729,12.80888827,15.95498129,21.75207504,24.1709683,26.98633856,29.40157007,29.60885684,27.8790213,24.03337346,18.75935084,15.5136887,7,8,7,7,8,6,7,5,5,6,7,7
6095,935,5400,3120336,3044475,2232599,3399779,1826567,3177476,3663507,3565111,2574553,2542744,296140,596567,2,2,11,16,19,27,28,26,25,17,11,6,-1,-1,7,12,16,22,23,21,20,12,8,4,4.478072621,5.485417904,11.35883508,16.89105168,19.38852999,25.20721712,27.42379806,25.77598212,23.31501128,17.47284557,11.86561014,7.448668339,8,9,8,10,9,9,8,8,9,7,10,9
3612,514,1350,39216,109343,194732,56258,49199,95288,303396,817730,423636,166039,79740,101688,10,12,16,22,25,27,30,31,29,25,18,15,6,8,13,19,22,23,24,23,22,18,14,11,16.46291505,18.67774178,19.52598978,23.70246261,24.91310687,27.54104352,29.32418982,29.93914775,28.60633413,24.81486922,21.03194213,17.80773722,7,8,7,8,9,7,9,7,6,7,7,6
6127,435,6800,4700838.8,4293149.4,4756634.88,4606882.4,4760934,4621895.2,4779578.08,4771486.64,4626579.36,258610.56,0,4370626.04,6,5,14,18,22,27,28,27,23,17,14,14,3,1,10,14,18,22,23,22,20,14,11,12,7.693662272,7.136713433,13.01678368,18.37420637,23.33314421,28.20834259,28.81581385,28.65149067,25.33846716,18.48336667,14.83491869,13.22029879,5,6,6,6,4,5,5,4,4,4,4,4
1396,50,650,238188,332997,538715,437643,753259,909579,864930,762654,343993,792747,991235,780082,8,9,16,21,24,27,29,29,27,21,17,15,6,6,14,18,21,23,25,23,22,17,15,13,10.55760405,13.28680394,17.94083456,24.37204038,28.64506607,30.53234738,30.69288747,32.12103253,29.08117312,25.97229432,22.46449579,19.8644898,6,6,6,6,5,5,5,4,3,5,5,6
1891,1450,517,332714,316049,6362,0,9566,6994,15391,0,0,0,0,0,-10,-15,-1,5,10,14,19,18,16,8,3,-2,-10,-15,-3,2,7,12,16,15,14,6,1,-3,1.897602557,0.619213441,3.466997938,6.242374899,12.59874849,21.89010163,22.58301783,19.57524444,17.92580173,9.935732041,4.739421905,1.502516402,9,9,9,9,8,6,6,7,7,8,8,8
6178,100,3200,1993120,982043,819631,1235,793373,1880872,2198178,2006006,1589447,2011673,1950099,797215,11,13,17,23,26,28,30,29,27,24,19,16,8,10,15,21,23,25,25,25,24,20,16,14,13.4058339,16.04620452,18.94107895,23.55315149,26.09821176,28.60461875,29.8886726,30.47773663,28.59467644,25.01725374,20.94035303,17.14104423,9,10,9,10,12,9,10,8,7,9,9,9
6181,492,3500,1703032,1167259,947954,1585677,1887513,1951284,2174337,2235109,1916374,1106527,567443,944472,10,12,16,22,25,27,30,31,29,25,18,15,6,8,13,18,22,23,24,23,22,18,14,11,16.61323261,18.84656017,19.56886959,23.54727896,24.91949952,27.40282362,29.2830786,29.94241044,28.6330647,24.76482107,20.91564176,17.82469833,7,8,7,8,10,7,10,7,6,8,7,6
3601,456,906,27472,148005,84912,156,0,36691,408185,761207,189085,71222,307,27733,9,10,17,21,24,27,29,30,28,23,16,13,6,7,13,18,21,23,24,23,22,17,13,11,13.3071205,15.23928689,17.89009974,21.61724789,24.56902335,26.61388386,29.03208011,29.46802269,27.7286114,23.73498207,19.75814628,15.73111128,6,7,6,7,7,5,7,5,4,5,6,6
2168,740,4950,3370896,3648521,3394555,3299245,2440350,3663374,3865835,3445470,2967275,2444632,2878214,2873639,0,-3,8,15,19,24,26,24,23,15,10,6,-2,-5,5,11,16,21,22,20,18,11,7,4,3.243390852,2.769499389,8.559396555,15.32276124,19.28609232,24.1899811,27.30905161,27.05361632,24.55057153,17.15430496,13.30738949,10.23613564,8,9,8,9,8,7,6,5,7,7,9,9
170,330,1940,0,0,0,0,17618,200275,171054,198559,421223,56848,0,32555,5,4,12,18,22,27,29,27,25,19,14,12,2,1,10,15,19,23,25,22,20,14,11,10,6.205655401,6.96638382,10.90730866,17.88891516,16.60043239,16.74213283,22.58535203,23.75625012,21.7324288,19.54079751,15.40953665,12.63410389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
