month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
October,other^NGCC,2015,0.33376351941507754,0.0,4.562091503267974,2015-10-01
November,other^NGCC,2015,0.3260354869490069,0.0,4.751385041551247,2015-11-01
December,other^NGCC,2015,0.349890481877585,0.0,4.194510739856802,2015-12-01
January,other^NGCC,2016,,,,2016-01-01
February,other^NGCC,2016,,,,2016-02-01
March,other^NGCC,2016,,,,2016-03-01
April,other^NGCC,2016,,,,2016-04-01
May,other^NGCC,2016,0.09607791906724347,0.0,24.289181692094314,2016-05-01
June,other^NGCC,2016,,,,2016-06-01
July,other^NGCC,2016,,,,2016-07-01
August,other^NGCC,2016,,,,2016-08-01
September,other^NGCC,2016,,,,2016-09-01
October,other^NGCC,2016,,,,2016-10-01
November,other^NGCC,2016,,,,2016-11-01
December,other^NGCC,2016,,,,2016-12-01
January,other^NGCC,2017,,,,2017-01-01
February,other^NGCC,2017,,,,2017-02-01
March,other^NGCC,2017,,,,2017-03-01
April,other^NGCC,2017,0.36349490157244024,0.0,3.9098591549295776,2017-04-01
May,other^NGCC,2017,0.3365404254381015,0.0,4.496274614156466,2017-05-01
June,other^NGCC,2017,0.3474351594144804,0.0,4.248354035159166,2017-06-01
July,other^NGCC,2017,0.3501273935474366,0.0,4.18943063179421,2017-07-01
August,other^NGCC,2017,0.34765895273038555,0.0,4.243401100752555,2017-08-01
September,other^NGCC,2017,0.22423715224534502,0.0,8.458333333333334,2017-09-01
October,other^NGCC,2017,0.34724225922336277,0.0,4.252619966905681,2017-10-01
November,other^NGCC,2017,,,,2017-11-01
December,other^NGCC,2017,0.387812147297199,0.0,3.4507823826426036,2017-12-01
January,other^NGCC,2018,0.3491776629022561,0.0,4.210112773829351,2018-01-01
February,other^NGCC,2018,0.05258631610581554,0.0,47.2,2018-02-01
March,other^NGCC,2018,0.259128205634816,0.0,6.858892699657031,2018-03-01
April,other^NGCC,2018,0.31900376202036007,0.0,4.9308624376336425,2018-04-01
May,other^NGCC,2018,0.247225526466207,0.0,7.354048964218456,2018-05-01
June,other^NGCC,2018,0.32386150298102867,0.0,4.805827924319845,2018-06-01
July,other^NGCC,2018,0.34421406552029515,0.0,4.320019249278152,2018-07-01
August,other^NGCC,2018,0.3216362612681467,0.0,4.862791194699722,2018-08-01
September,other^NGCC,2018,0.30764312957581114,0.0,5.239158947454709,2018-09-01
October,other^NGCC,2018,0.2652520460604354,0.0,6.621688015441306,2018-10-01
November,other^NGCC,2018,0.20376293876279833,0.0,9.649363867684478,2018-11-01
December,other^NGCC,2018,0.2751047064965148,0.0,6.262362076011443,2018-12-01
January,other^NGCC,2019,,,,2019-01-01
February,other^NGCC,2019,,,,2019-02-01
March,other^NGCC,2019,,,,2019-03-01
April,other^NGCC,2019,,,,2019-04-01
May,other^NGCC,2019,,,,2019-05-01
June,other^NGCC,2019,,,,2019-06-01
July,other^NGCC,2019,,,,2019-07-01
August,other^NGCC,2019,,,,2019-08-01
September,other^NGCC,2019,,,,2019-09-01
October,other^NGCC,2019,,,,2019-10-01
November,other^NGCC,2019,,,,2019-11-01
December,other^NGCC,2019,,,,2019-12-01
January,other^NGCC,2020,,,,2020-01-01
February,other^NGCC,2020,,,,2020-02-01
March,other^NGCC,2020,,,,2020-03-01
April,other^NGCC,2020,,,,2020-04-01
May,other^NGCC,2020,,,,2020-05-01
June,other^NGCC,2020,,,,2020-06-01
July,other^NGCC,2020,,,,2020-07-01
August,other^NGCC,2020,,,,2020-08-01
September,other^NGCC,2020,,,,2020-09-01
October,other^NGCC,2020,,,,2020-10-01
November,other^NGCC,2020,,,,2020-11-01
December,other^NGCC,2020,,,,2020-12-01
